selector,bin,count,key_distance_min,key_distance_max,key_distance_mean,future_distance_mean,future_distance_median
pretrained,1,4126080,0.0,0.10161203145980835,0.06684966630017643,0.681018004953183,0.6026332378387451
pretrained,2,4126080,0.10161203145980835,0.14226871728897095,0.12325076195076963,0.7819912414609121,0.6935261487960815
pretrained,3,4126080,0.14226871728897095,0.17317116260528564,0.15819187492966577,0.8253712571898961,0.7302155792713165
pretrained,4,4126080,0.17317116260528564,0.20032340288162231,0.18692252757932054,0.863548133319196,0.7633078694343567
pretrained,5,4126080,0.20032340288162231,0.22657710313796997,0.2134429687462205,0.9064094020157165,0.8024868965148926
pretrained,6,4126080,0.22657710313796997,0.2535390853881836,0.23994039173342133,0.9512909776016149,0.845613569021225
pretrained,7,4126080,0.2535390853881836,0.2829135060310364,0.26792613198249443,0.9959321930553703,0.8882431387901306
pretrained,8,4126080,0.2829135060310364,0.31809693574905396,0.2998049080900719,1.056643166685028,0.9472814500331879
pretrained,9,4126080,0.31809693574905396,0.36851996183395386,0.3411492267727409,1.1557619246990074,1.0463477969169617
pretrained,10,4126080,0.36851996183395386,0.8242031931877136,0.4291217767836028,1.4969662272673472,1.4016826748847961
raw_l1,1,4126080,0.0,0.5262046456336975,0.3931155808474807,0.8362068966866275,0.7064834237098694
raw_l1,2,4126080,0.5262046456336975,0.6542187929153442,0.5950953418775822,0.9113117455357441,0.776879608631134
raw_l1,3,4126080,0.6542187929153442,0.7511409521102905,0.7038237379406503,0.9341278440438328,0.8036158084869385
raw_l1,4,4126080,0.7511409521102905,0.8400750756263733,0.7959171215702112,0.9571166576019908,0.827608585357666
raw_l1,5,4126080,0.8400750756263733,0.9287599921226501,0.8841293199999917,0.9750858586012693,0.8454017341136932
raw_l1,6,4126080,0.9287599921226501,1.0248113870620728,0.9759890638166735,0.9903557473514584,0.8592105209827423
raw_l1,7,4126080,1.0248113870620728,1.134047508239746,1.0781567533214609,1.004212295506578,0.8695070743560791
raw_l1,8,4126080,1.134047508239746,1.265756368637085,1.1970720932075423,1.0255465826790573,0.8871616423130035
raw_l1,9,4126080,1.265756368637085,1.4613348245620728,1.3542912603061394,1.0318602125514333,0.8905625939369202
raw_l1,10,4126080,1.4613348245620728,4.456512451171875,1.7367632528740988,1.0491086876892801,0.9126639366149902
random,1,4126080,0.0,0.23238396644592285,0.13193709782291652,0.9061663599446766,0.7917884290218353
random,2,4126080,0.23238396644592285,0.39301592111587524,0.3169085987899623,1.026221336110408,0.9000174701213837
random,3,4126080,0.39301598072052,0.49555671215057373,0.44882925270640694,1.025064821615845,0.8898972272872925
random,4,4126080,0.49555671215057373,0.5628096461296082,0.5306937579131434,0.9716619054499592,0.8324683606624603
random,5,4126080,0.5628097057342529,0.6198367476463318,0.5916933593242131,0.9494598267962926,0.809653639793396
random,6,4126080,0.6198367476463318,0.6760207414627075,0.6477331223828441,0.9476789367619928,0.8083658218383789
random,7,4126080,0.6760207414627075,0.7360321283340454,0.7055347169702489,0.9495585977920259,0.8116863369941711
random,8,4126080,0.7360321283340454,0.8059349060058594,0.7696902235931187,0.9567791190514982,0.8182636797428131
random,9,4126080,0.8059349656105042,0.9030454754829407,0.8509743551548431,0.9773910302244947,0.8374247252941132
random,10,4126080,0.9030454754829407,1.492672324180603,0.9999415870570137,1.0049505945000787,0.869339644908905
