node,gate_mean,gate_std,deviation_mean,deviation_std,error_mean,error_std
138,0.5024495284400717,0.0026385820403992,0.5013401901634941,0.5920182846879759,14.554832968607435,22.796774421023798
139,0.502052154889072,0.0035124063032086613,0.4611916167109552,0.38024407647253894,12.677168247577917,19.45147093472065
140,0.5018815232541439,0.0025172801271073466,0.38149522937997415,0.2435334637694177,10.889260136263214,16.356900124934665
141,0.5018116902956997,0.002782953285075204,0.36091083225542614,0.27760911490821866,9.66156088306956,17.139799500236293
142,0.5020263698675337,0.0027432426233728164,0.34593017518085284,0.3391025889790514,10.189109152320528,19.249703361956236
143,0.5013867406427425,0.0027852963728152297,0.33640382451732664,0.3207138740356003,9.462454140238519,17.983798274528425
144,0.5014630746841431,0.0028234956936627493,0.3672848548593312,0.29747686967093045,8.552101407433948,13.796629292743377
145,0.5020756111353853,0.002784914523990897,0.31784966573663004,0.3066908544887459,8.328032587253265,18.458690550912507
146,0.5018570240396653,0.0028147486108275736,0.3577742043376839,0.2800951403846957,9.758080278382684,17.30158545624378
147,0.5018884226179471,0.001966341351263896,0.3554706129496985,0.35769966289118865,10.525946989303087,20.16195174581304
148,0.502240610470737,0.0034312717454191514,0.39191235274293995,0.304354167862318,10.509382986187065,17.39793559145269
149,0.5021824588218745,0.0027106981948529525,0.3273060029788609,0.31791431737891024,9.172282248639712,19.042538848734495
150,0.5010150361583181,0.0036807757559628985,0.44025608791922133,0.34790203128691466,11.730425208537248,18.00249846557437
151,0.5007669345392798,0.0029235345403764252,0.34037449617455473,0.2729476081114432,7.946982169603779,15.665790121021713
152,0.5023441655444403,0.0025784792993549088,0.27192473738733,0.2358017278439487,7.731008779289079,17.040032602300457
153,0.5007975216764603,0.0022047941365116084,0.27208396119792966,0.23215459558272233,8.00935192045504,17.734706370827325
154,0.5016351457233846,0.0026624227892191907,0.28242304163692644,0.23262147046829112,7.990279352856379,16.493470478136697
155,0.5002747819893552,0.0045468568453600235,0.551418528582928,0.39600867487182717,10.156623154730692,16.9620978472992
156,0.5016486111174535,0.001965072980147214,0.2962366392229595,0.2851851212779489,7.163535513007728,15.249055300479574
157,0.5018978972852665,0.0031814439401487665,0.3024239138704147,0.25578323349369153,8.677157757247452,17.781958182957155
158,0.5003596781466129,0.003763114706737923,0.3938477259743823,0.2337834578515971,9.448424589164066,16.353213476004317
159,0.5005939458234466,0.004560116278926464,0.5313850152405509,0.3879823875715953,10.548558990798728,17.190813060627335
160,0.5016709046990332,0.004255941278964938,0.5976422566741052,0.5202163596497934,13.877815523913307,21.040615037224836
161,0.5029450603123129,0.0033319841355054997,0.4769009054142193,0.5845639043779234,14.324599296402758,24.016995895466653
162,0.5022218300478302,0.0030414490235171694,0.3124855458344856,0.29134231089930557,8.699315114195329,18.724545750042235
163,0.5010591784358894,0.004774139018404856,0.5372557037590194,0.42938391115396785,10.34699491942886,17.88084882154543
164,0.5015383722486287,0.003105389218368604,0.36193373589185035,0.278250100556499,9.645032748967191,17.39774451066683
165,0.5012334608857649,0.0032281782631432394,0.40548702753373306,0.2825056142684423,11.476410004065855,16.839801139443722
166,0.5017874280901721,0.003097869764623816,0.5368057710410905,0.613790467104261,14.436868085373927,22.411724128355615
167,0.5021087153984682,0.0020905344463339076,0.2791298622240985,0.2784055892339615,7.903718051492733,18.456101652834832
168,0.5017395213224592,0.001955092558547729,0.2967926565051949,0.2758167920495506,8.663962832645778,18.44597324750078
169,0.5017807739320462,0.0018498475200563248,0.2828929361374709,0.27104294384976013,8.58951483754346,18.44369404533917
170,0.5010568365389413,0.0033855331229765582,0.378895069935026,0.33319343476002083,11.548880640712097,18.6915977685176
171,0.501621095733921,0.0018590563453930683,0.2704640762083722,0.26328446561026936,7.871953973978975,18.528009026857106
172,0.5012800489376932,0.003160030075225207,0.3453145443958088,0.23873726063865403,9.986894361398516,16.345608352662424
173,0.501644098532461,0.001957016513006638,0.2658377288292794,0.2667650062270199,7.799410523463339,18.38208039454584
174,0.5030167732969688,0.004009216689291394,0.6373788402376384,0.68950769161755,15.723068080400898,20.131537729222316
175,0.501883996142088,0.002565600120729154,0.3337088185418261,0.2504733985612284,9.630943316021105,18.198235073286494
176,0.5017696817425916,0.003054376707888979,0.33713210367808377,0.3541052651822991,8.82067694308984,19.00668835673616
177,0.5017801881184543,0.001453872927240699,0.26103911482939757,0.22783100115741795,7.618795102634569,17.374355909365978
178,0.5024435175596362,0.002739377219981441,0.27521970116744077,0.2536290280859873,8.113675768079549,18.146859517029654
179,0.5010744743451585,0.002059931774414491,0.3035726988402596,0.26584078396804683,7.6327730002020395,15.171843877760407
180,0.5018634083845319,0.00320158714645614,0.5804610088706886,0.5565101786431342,17.726815334236534,23.225672266292573
