selector,bin,count,key_distance_min,key_distance_max,key_distance_mean,future_distance_mean,future_distance_median
pretrained,1,6044123,0.00013685226440429688,0.01853048801422119,0.01083917235736698,0.7503503106354206,0.7342393398284912
pretrained,2,6044123,0.01853048801422119,0.03466653823852539,0.026431044624080115,0.8255198936758871,0.7851534485816956
pretrained,3,6044123,0.03466653823852539,0.052891671657562256,0.04360334479552128,0.86156232083093,0.8155378103256226
pretrained,4,6044123,0.052891671657562256,0.07332003116607666,0.06291881176650896,0.8904337719924531,0.840475857257843
pretrained,5,6044123,0.07332003116607666,0.09626007080078125,0.08455701596594598,0.9162860908827672,0.8639957904815674
pretrained,6,6044122,0.09626007080078125,0.12242370843887329,0.10902858660458363,0.9435293464793223,0.8885444104671478
pretrained,7,6044122,0.12242370843887329,0.15325844287872314,0.13735214225711015,0.9759752477452798,0.9178111255168915
pretrained,8,6044122,0.15325844287872314,0.19270074367523193,0.17197498072182263,1.0247256561299127,0.9641539454460144
pretrained,9,6044122,0.19270074367523193,0.2558317184448242,0.22069941025721296,1.1179412959692023,1.0646977424621582
pretrained,10,6044122,0.2558317184448242,0.9446930289268494,0.3523058326553284,1.4594558788031855,1.4168962240219116
raw_l1,1,6044123,0.0,0.20118260383605957,0.13738739371603903,0.839658269751735,0.8016079664230347
raw_l1,2,6044123,0.20118260383605957,0.27101755142211914,0.2374244180100534,0.921947497906547,0.8566594123840332
raw_l1,3,6044123,0.27101755142211914,0.33394795656204224,0.3027031460879331,0.9368436333598008,0.8691286444664001
raw_l1,4,6044123,0.33394795656204224,0.39576876163482666,0.3648104545368505,0.9520104702845746,0.8813961148262024
raw_l1,5,6044123,0.39576876163482666,0.4615424573421478,0.4280358468498818,0.960522249591958,0.8867189288139343
raw_l1,6,6044122,0.4615424573421478,0.5346758365631104,0.4975307389124769,0.9750097142753821,0.8977598249912262
raw_l1,7,6044122,0.5346758365631104,0.616865873336792,0.5746057445209455,0.9831513898836998,0.9048446118831635
raw_l1,8,6044122,0.616865873336792,0.7175841927528381,0.6646437149065061,0.9986366885658199,0.9195305705070496
raw_l1,9,6044122,0.7175841927528381,0.8916161060333252,0.7932600301533509,1.0275906971609947,0.939659833908081
raw_l1,10,6044122,0.8916161060333252,6.269832134246826,1.2240657425088595,1.170409141671869,1.0213833451271057
random,1,6044123,1.4424324035644531e-05,0.009496450424194336,0.0048316125679522546,0.7926119329140949,0.7751726508140564
random,2,6044123,0.009496450424194336,0.031340956687927246,0.018234044783961616,0.8952845110957249,0.8429281711578369
random,3,6044123,0.03134101629257202,0.13137519359588623,0.06733016337337565,0.992034966304058,0.9191602468490601
random,4,6044123,0.13137519359588623,0.2930822968482971,0.2261148610848135,1.0293619276915833,0.9366242289543152
random,5,6044123,0.2930823564529419,0.3773270845413208,0.33631415689937033,1.015791343529254,0.9235873222351074
random,6,6044122,0.3773270845413208,0.45419949293136597,0.41610519342091457,1.0111989311642497,0.918385922908783
random,7,6044122,0.45419955253601074,0.5337534546852112,0.4931043704414127,1.0110264967791855,0.9190681874752045
random,8,6044122,0.5337534546852112,0.6295400857925415,0.5798003670430992,1.008557265229137,0.9196125864982605
random,9,6044122,0.6295400857925415,0.7611340284347534,0.6905895439917965,1.0025374070866604,0.9162189662456512
random,10,6044122,0.7611340880393982,1.4429103136062622,0.9263368652446826,1.0073749517801638,0.9206547141075134
