selector,bin,count,key_distance_min,key_distance_max,key_distance_mean,future_distance_mean,future_distance_median
pretrained,1,6044123,0.00013500452041625977,0.017623543739318848,0.010390208542711055,0.7729539585743516,0.7503323554992676
pretrained,2,6044123,0.017623543739318848,0.03243201971054077,0.024869393910068316,0.842832416882903,0.8021541237831116
pretrained,3,6044123,0.03243201971054077,0.0495491623878479,0.04076953114426864,0.876547957084213,0.8296604156494141
pretrained,4,6044123,0.0495491623878479,0.06950443983078003,0.05927942749464012,0.9039456798042705,0.8523324131965637
pretrained,5,6044123,0.06950443983078003,0.09259569644927979,0.08076684238168956,0.9294023672302366,0.8736799955368042
pretrained,6,6044122,0.09259569644927979,0.11943918466567993,0.10565912828911347,0.9561589944471595,0.895900160074234
pretrained,7,6044122,0.11943918466567993,0.15157759189605713,0.13496473556593702,0.9879152980291185,0.92317995429039
pretrained,8,6044122,0.15157759189605713,0.19313567876815796,0.17124078921182345,1.0292791465510562,0.960454672574997
pretrained,9,6044122,0.19313567876815796,0.2589505910873413,0.2226310958197826,1.1036013981106279,1.0354118943214417
pretrained,10,6044122,0.2589506506919861,0.8170445561408997,0.34019378815760737,1.3631425829412873,1.2972221970558167
raw_l1,1,6044123,0.0,0.20118260383605957,0.13738739371603903,0.839658269751735,0.8016079664230347
raw_l1,2,6044123,0.20118260383605957,0.27101755142211914,0.2374244180100534,0.921947497906547,0.8566594123840332
raw_l1,3,6044123,0.27101755142211914,0.33394795656204224,0.3027031460879331,0.9368436333598008,0.8691286444664001
raw_l1,4,6044123,0.33394795656204224,0.39576876163482666,0.3648104545368505,0.9520104702845746,0.8813961148262024
raw_l1,5,6044123,0.39576876163482666,0.4615424573421478,0.4280358468498818,0.960522249591958,0.8867189288139343
raw_l1,6,6044122,0.4615424573421478,0.5346758365631104,0.4975307389124769,0.9750097142753821,0.8977598249912262
raw_l1,7,6044122,0.5346758365631104,0.616865873336792,0.5746057445209455,0.9831513898836998,0.9048446118831635
raw_l1,8,6044122,0.616865873336792,0.7175841927528381,0.6646437149065061,0.9986366885658199,0.9195305705070496
raw_l1,9,6044122,0.7175841927528381,0.8916161060333252,0.7932600301533509,1.0275906971609947,0.939659833908081
raw_l1,10,6044122,0.8916161060333252,6.269832134246826,1.2240657425088595,1.170409141671869,1.0213833451271057
random,1,6044123,1.424551010131836e-05,0.009496510028839111,0.00483161247054936,0.7926122190865363,0.7751727104187012
random,2,6044123,0.009496510028839111,0.031340956687927246,0.01823404461029907,0.8952844765052372,0.8429281115531921
random,3,6044123,0.03134101629257202,0.13137507438659668,0.06733016165835691,0.9920345746146326,0.9191595315933228
random,4,6044123,0.13137507438659668,0.29308223724365234,0.226114856934535,1.0293619902714195,0.93662428855896
random,5,6044123,0.29308223724365234,0.3773271441459656,0.33631414747079574,1.0157909434685446,0.9235867261886597
random,6,6044122,0.3773271441459656,0.45419949293136597,0.41610518352302545,1.0111996158664434,0.9183866083621979
random,7,6044122,0.45419955253601074,0.533753514289856,0.4931043634073092,1.011025090305565,0.9190672338008881
random,8,6044122,0.533753514289856,0.6295400857925415,0.579800358389999,1.0085584683440048,0.9196130633354187
random,9,6044122,0.629540205001831,0.761134147644043,0.6905895338289166,1.0025375113347244,0.9162193536758423
random,10,6044122,0.761134147644043,1.4429103136062622,0.9263368468728389,1.007374843777083,0.9206544160842896
